time_iso8601,stars_cumulative
2024-12-13 00:00:00+00:00,1611
2024-12-14 00:00:00+00:00,1614
2024-12-15 00:00:00+00:00,1615
2024-12-16 00:00:00+00:00,1617
2024-12-17 00:00:00+00:00,1619
2024-12-18 00:00:00+00:00,1621
2024-12-19 00:00:00+00:00,1623
2024-12-20 00:00:00+00:00,1625
2024-12-22 00:00:00+00:00,1628
2024-12-23 00:00:00+00:00,1630
2024-12-24 00:00:00+00:00,1631
2024-12-25 00:00:00+00:00,1633
2024-12-31 00:00:00+00:00,1634
2025-01-03 00:00:00+00:00,1635
2025-01-05 00:00:00+00:00,1637
2025-01-07 00:00:00+00:00,1638
2025-01-09 00:00:00+00:00,1639
